Word Pair,MI,Mean CosSim,MSE
Album-Agent,0.0,0.002400000113993883,1.667178366915323e-05
Album-Agree,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Alarm,3.344044184306288,0.00039999998989515007,0.0
Album-Album,3.344044184306288,0.00039999998989515007,0.0
Album-Alive,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Allay,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Alleg,0.0,-0.0031999999191612005,1.5681835066061467e-05
Album-Aloft,0.0,0.002400000113993883,1.667178366915323e-05
Album-Alone,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Along,0.0,-0.0031999999191612005,1.5681835066061467e-05
Album-Amaze,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Ample,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Angel,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Album-Angry,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Ankle,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-April,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Album-Arena,0.0,0.00039999998989515007,1.8006496247835457e-05
Album-Arise,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Armor,0.092944838507242,-0.00039999998989515007,1.425652953912504e-05
Album-Aside,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Asset,0.0,0.002400000113993883,1.667178366915323e-05
Album-Avoid,0.045201805414167406,-0.004000000189989805,1.6398125808336772e-05
Album-Bacon,0.0,0.00039999998989515007,1.5956862625898793e-05
Album-Badge,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Bagel,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Album-Baker,0.0,0.0,1.312872609560145e-05
Album-Balmy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Bandy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Barer,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Basil,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Album-Batch,0.0300423075271965,0.0,1.2687253729382064e-05
Album-Bathe,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Beach,0.0300423075271965,0.0,1.2687253729382064e-05
Album-Beady,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Beaky,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Beamy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Beard,0.045201805414167406,-0.004000000189989805,1.6398125808336772e-05
